Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
106,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,05 Feb 2018
107,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,05 Jan 2018
108,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,05 Mar 2018
109,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,06 Dec 2017
110,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,06 Feb 2018
111,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,06 Jan 2018
112,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,07 Dec 2017
113,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,07 Feb 2018
114,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,07 Mar 2018
115,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,08 Dec 2017
116,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,08 Feb 2018
117,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,08 Jan 2018
118,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,08 Mar 2018
119,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,08 Nov 2017
120,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,09 Dec 2017
121,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,09 Feb 2018
122,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,09 Jan 2018
123,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,09 Mar 2018
124,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,09 Nov 2017
125,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,10 Jan 2018
126,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,10 Mar 2018
127,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,10 Nov 2017
128,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,11 Dec 2017
129,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,11 Jan 2018
